Date,Open,High,Low,Close,Adj Close,Volume
2017-12-25,267.049988,268.549988,266.640015,266.859985,253.382401,244118900
2018-01-01,267.839996,273.559998,267.399994,273.420013,259.611115,340886500
2018-01-08,273.309998,278.109985,272.920013,277.920013,263.883820,337325100
2018-01-15,279.350006,280.410004,276.179993,280.410004,266.248047,461462000
2018-01-22,280.170013,286.630005,280.109985,286.579987,272.106415,515553600
2018-01-29,285.929993,286.429993,275.410004,275.450012,261.538574,593556800
2018-02-05,273.450012,275.850006,252.919998,261.500000,248.293091,1347099500
2018-02-12,263.829987,275.320007,261.660004,273.109985,259.316742,617315700
2018-02-19,272.029999,274.720001,269.640015,274.709991,260.835907,388531100
2018-02-26,275.929993,278.920013,264.820007,269.079987,255.490311,623436700
2018-03-05,267.730011,278.869995,267.609985,278.869995,264.785858,444110600
2018-03-12,279.200012,280.410004,274.140015,274.200012,260.351715,453565500
2018-03-19,273.350006,274.399994,257.829987,258.049988,245.998627,579996000
2018-03-26,262.130005,266.769989,258.579987,263.149994,250.860458,529951400
2018-04-02,262.549988,266.640015,254.669998,259.720001,247.590637,692132300
2018-04-09,261.369995,267.540009,259.940002,265.149994,252.767014,454081800
2018-04-16,267.000000,271.299988,265.609985,266.609985,254.158936,363000200
2018-04-23,267.260010,267.980011,260.850006,266.559998,254.111237,407069900
2018-04-30,267.260010,267.890015,259.049988,266.019989,253.596420,470288200
2018-05-07,266.890015,273.149994,265.149994,272.850006,260.107422,314405600
2018-05-14,273.339996,274.079987,270.029999,271.329987,258.658417,316673700
2018-05-21,273.010010,274.250000,270.779999,272.149994,259.440155,308105100
2018-05-28,270.309998,273.940002,267.760010,273.600006,260.822479,350365300
2018-06-04,274.529999,278.279999,274.179993,278.190002,265.198059,304361500
2018-06-11,278.440002,279.480011,275.350006,277.130005,264.187561,407431300
2018-06-18,275.489990,276.720001,273.529999,274.739990,263.085266,330194500
2018-06-25,273.440002,273.869995,268.489990,271.279999,259.772064,485755300
2018-07-02,269.510010,275.839996,269.239990,275.420013,263.736420,229161500
2018-07-09,276.549988,279.929993,276.500000,279.589996,267.729492,287912600
2018-07-16,279.640015,281.179993,278.410004,279.679993,267.815704,288859800
2018-07-23,279.450012,284.369995,279.059998,281.420013,269.481873,328645600
2018-07-30,281.510010,283.660004,279.160004,283.600006,271.569397,303528100
2018-08-06,283.640015,286.010010,282.359985,283.160004,271.148071,237505100
2018-08-13,283.470001,285.559998,280.160004,285.059998,272.967499,348086700
2018-08-20,285.570007,287.670013,285.059998,287.510010,275.313568,258765100
2018-08-27,288.859985,291.739990,288.679993,290.309998,277.994781,292871700
2018-09-03,289.839996,290.209991,286.709991,287.600006,275.399750,269481500
2018-09-10,288.739990,291.269989,286.980011,290.880005,278.540588,266666300
2018-09-17,290.820007,293.940002,289.029999,291.989990,279.603516,385095300
2018-09-24,291.339996,292.239990,289.410004,290.720001,279.647583,306860200
2018-10-01,292.109985,293.209991,286.220001,287.820007,276.858032,391529300
2018-10-08,287.049988,288.859985,270.359985,275.950012,265.440125,834839200
2018-10-15,275.549988,281.149994,274.299988,276.250000,265.728729,605604600
2018-10-22,277.000000,277.359985,262.290009,265.329987,255.224579,746211300
2018-10-29,268.799988,275.230011,259.850006,271.890015,261.534790,668290500
2018-11-05,272.440002,281.220001,271.350006,277.760010,267.181183,392858000
2018-11-12,277.190002,277.459991,267.010010,273.730011,263.304688,584955500
2018-11-19,273.049988,273.380005,263.070007,263.250000,253.223801,357454600
2018-11-26,265.779999,276.279999,265.339996,275.649994,265.151550,463664000
2018-12-03,280.279999,280.399994,262.440002,263.570007,253.531631,646366600
2018-12-10,263.369995,269.000000,258.619995,260.470001,250.549713,584550800
2018-12-17,259.399994,260.649994,239.979996,240.699997,231.532654,1022399200
2018-12-24,239.039993,251.399994,233.759995,247.750000,239.705826,705164500
2018-12-31,249.559998,253.110001,243.669998,252.389999,244.195160,557994100
2019-01-07,252.690002,259.160004,251.690002,258.980011,250.571213,471340300
2019-01-14,256.859985,266.980011,256.410004,266.459991,257.808319,457771900
2019-01-21,264.820007,266.700012,260.660004,265.779999,257.150452,357649000
2019-01-28,263.390015,271.200012,261.790009,270.059998,261.291443,434018300
2019-02-04,270.109985,273.440002,267.829987,270.470001,261.688141,369916300
2019-02-11,271.200012,277.410004,270.029999,277.369995,268.364075,385891900
2019-02-18,276.480011,279.359985,276.350006,279.140015,270.076599,278060900
2019-02-25,280.730011,281.309998,277.480011,280.420013,271.315063,330945200
2019-03-04,281.600006,281.869995,272.420013,274.459991,265.548553,421329900
2019-03-11,275.260010,282.380005,275.230011,281.309998,272.176178,374233000
2019-03-18,281.549988,285.179993,279.179993,279.250000,271.373169,439286800
2019-03-25,278.869995,282.839996,277.640015,282.480011,274.512024,364351100
2019-04-01,284.700012,288.630005,284.399994,288.570007,280.430206,293550700
2019-04-08,288.100006,290.470001,286.700012,290.160004,281.975403,297131000
2019-04-15,290.239990,291.429993,288.660004,290.019989,281.839355,228726700
2019-04-22,289.170013,293.489990,289.070007,293.410004,285.133728,251486900
2019-04-29,293.510010,294.950012,289.519989,294.029999,285.736237,331555200
2019-05-06,289.250000,293.309998,282.299988,288.100006,279.973511,559396700
2019-05-13,282.420013,289.209991,279.929993,285.839996,277.777222,455352700
2019-05-20,284.059998,286.929993,280.570007,282.779999,274.803558,313209100
2019-05-27,283.089996,284.149994,275.239990,275.269989,267.505402,324388900
2019-06-03,275.309998,288.850006,273.089996,287.649994,279.536163,388532200
2019-06-10,289.369995,291.399994,287.820007,289.260010,281.100769,267695000
2019-06-17,289.519989,296.309998,289.179993,294.000000,285.707062,403194400
2019-06-24,294.230011,294.579987,290.350006,293.000000,286.120148,280902400
2019-07-01,296.679993,298.820007,294.329987,298.459991,291.451935,233188200
2019-07-08,297.010010,300.730011,295.480011,300.649994,293.590515,236543700
2019-07-15,301.130005,301.130005,296.700012,297.170013,290.192230,216657600
2019-07-22,297.609985,302.230011,297.040009,302.010010,294.918549,235894000
2019-07-29,301.880005,302.010010,290.899994,292.619995,285.749084,447617000
2019-08-05,288.089996,293.619995,281.720001,291.619995,284.772522,621473300
2019-08-12,289.959991,294.149994,282.390015,288.850006,282.067596,475126300
2019-08-19,292.190002,293.929993,283.470001,284.850006,278.161499,355520800
2019-08-26,287.269989,294.239990,285.250000,292.450012,285.583038,319590000
2019-09-02,290.570007,298.829987,289.269989,298.049988,291.051575,248831100
2019-09-09,299.140015,302.459991,295.970001,301.089996,294.020203,313042000
2019-09-16,299.839996,302.630005,297.410004,298.279999,291.276184,339168000
2019-09-23,297.549988,299.839996,293.690002,295.399994,289.795929,351126500
2019-09-30,295.970001,298.459991,284.820007,294.350006,288.765839,412814300
2019-10-07,293.470001,298.739990,288.489990,296.279999,290.659180,371694700
2019-10-14,295.929993,300.239990,295.570007,297.970001,292.317139,246118100
2019-10-21,299.420013,302.200012,298.500000,301.600006,295.878296,202654000
2019-10-28,302.940002,306.190002,301.730011,306.140015,300.332184,276271100
2019-11-04,307.850006,309.649994,306.059998,308.940002,303.079071,253331600
2019-11-11,307.420013,311.839996,307.269989,311.790009,305.875000,249443100
2019-11-18,311.529999,312.690002,309.059998,310.959991,305.060699,295953800
2019-11-25,311.980011,315.480011,311.980011,314.309998,308.347168,167253500
2019-12-02,314.589996,315.309998,307.130005,314.869995,308.896515,288425500
2019-12-09,314.440002,318.670013,312.809998,317.320007,311.300049,318810900
2019-12-16,319.220001,321.970001,317.250000,320.730011,314.645386,424433000
2019-12-23,321.589996,323.799988,320.899994,322.859985,318.292175,146700000
2019-12-30,322.950012,324.890015,320.149994,322.410004,317.848572,243667300
2020-01-06,320.489990,327.459991,320.359985,325.709991,321.101868,265948900
2020-01-13,326.390015,332.179993,325.920013,331.950012,327.253632,331872500
2020-01-20,330.899994,332.950012,327.359985,328.769989,324.118561,266198700
2020-01-27,323.029999,328.630005,320.730011,321.730011,317.178192,391122800
2020-02-03,323.350006,334.190002,323.220001,332.200012,327.500061,312265700
2020-02-10,331.230011,338.119995,331.190002,337.600006,332.823669,260011300
2020-02-17,336.510010,339.079987,332.579987,333.480011,328.761963,293992500
2020-02-24,323.140015,333.559998,285.540009,296.260010,292.068542,1244892900
2020-03-02,298.209991,313.839996,290.230011,297.459991,293.251556,1130490100
2020-03-09,275.299988,288.519989,247.679993,269.320007,265.509674,1562964500
2020-03-16,241.179993,256.899994,228.020004,228.800003,225.562943,1523388400
2020-03-23,228.190002,262.799988,218.259995,253.419998,251.303726,1342924000
2020-03-30,255.699997,263.329987,243.899994,248.190002,246.117416,869026800
2020-04-06,257.839996,281.200012,248.169998,278.200012,275.876801,733545600
2020-04-13,277.140015,287.299988,271.410004,286.640015,284.246307,649240600
2020-04-20,282.609985,286.790009,272.019989,282.970001,280.606964,509895300
2020-04-27,285.119995,294.880005,281.519989,282.790009,280.428467,549993900
2020-05-04,280.739990,292.950012,279.130005,292.440002,289.997894,385948200
2020-05-11,290.339996,294.239990,272.989990,286.279999,283.889343,552709100
2020-05-18,293.049988,297.869995,291.950012,295.440002,292.972839,443623300
2020-05-25,301.929993,306.839996,295.459991,304.320007,301.778687,403439700
2020-06-01,303.619995,321.269989,303.059998,319.339996,316.673218,448912200
2020-06-08,320.220001,323.410004,298.600006,304.209991,301.669586,649893900
2020-06-15,298.019989,315.640015,296.739990,308.640015,306.062592,572743100
2020-06-22,307.989990,314.500000,299.420013,300.049988,298.853699,493363100
2020-06-29,301.410004,315.700012,298.929993,312.230011,310.985138,334908800
2020-07-06,316.369995,317.880005,310.679993,317.589996,316.323761,340167000
2020-07-13,320.130005,323.040009,312.000000,321.720001,320.437286,401248400
2020-07-20,321.429993,327.230011,319.250000,320.880005,319.600647,321105300
2020-07-27,321.630005,326.630005,319.640015,326.519989,325.218140,301314700
2020-08-03,328.320007,334.880005,327.730011,334.570007,333.236084,238806800
2020-08-10,335.059998,338.279999,332.010010,336.839996,335.497009,256785800
2020-08-17,337.940002,339.720001,335.220001,339.480011,338.126495,239583500
2020-08-24,342.119995,350.720001,339.450012,350.579987,349.182220,244465300
2020-08-31,350.350006,358.750000,334.869995,342.570007,341.204163,477805900
2020-09-07,336.709991,342.640015,331.000000,334.059998,332.728088,381177300
2020-09-14,337.489990,343.059998,327.970001,330.649994,329.331696,398023800
2020-09-21,325.700012,331.200012,319.799988,328.730011,328.730011,403925800
2020-09-28,333.220001,338.739990,331.190002,333.839996,333.839996,397672200
2020-10-05,336.059998,347.350006,334.380005,346.850006,346.850006,297612700
2020-10-12,349.589996,354.019989,343.130005,347.290009,347.290009,361462300
2020-10-19,348.649994,349.329987,340.649994,345.779999,345.779999,296595700
2020-10-26,342.130005,342.980011,322.600006,326.540009,326.540009,495446400
2020-11-02,330.200012,352.190002,327.239990,350.160004,350.160004,463334900
2020-11-09,363.970001,364.380005,350.510010,353.209991,353.209991,384051400
